Title,Artist,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity
Too Long,3zMvotMEQK3xvH01vA9wAP,0.00212,0.691,0.582,0.0,0.0,-10.165,0.301,0.512,127.02,51
Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,0.522,0.609,0.435,0.0,0.11800000000000001,-7.861000000000001,0.285,0.552,131.995,75
"Aaron Burr, Sir",6dr7ekfhlbquvsVY8D7gyk,0.272,0.646,0.439,0.0,0.0,-10.837,0.818,0.528,160.387,72
My Shot,4cxvludVmQxryrnx1m9FqL,0.15,0.698,0.649,0.0,0.0,-6.764,0.415,0.568,180.466,74
The Story of Tonight,0NJWhm3hUwIZSy5s0TGJ8q,0.835,0.494,0.237,0.0,0.0,-10.579,0.0517,0.625,95.219,71
The Schuyler Sisters,71X7bPDljJHrmEGYCe7kQ8,0.187,0.74,0.727,0.0,0.0,-6.253,0.278,0.792,101.409,74
Farmer Refuted,2G9lekfCh83S0lt2yfffBz,0.684,0.795,0.409,0.0,0.0,-8.334,0.372,0.577,77.879,70
Right Hand Man,3nJYcY9yvKP8Oi2Ml8brXt,0.177,0.68,0.413,0.0,0.0,-9.41,0.492,0.383,158.576,71
A Winter's Ball,2yBMVrq96wb9OHbMdBs0lF,0.41,0.854,0.327,0.0,0.0,-10.834,0.507,0.688,131.352,70
Helpless,54Sc7mZQ1RM03STpk4SfaA,0.334,0.688,0.491,0.0,0.0,-7.494,0.269,0.737,79.009,73
Satisfied,3dP0pLbg9OfVwssDjp9aT0,0.287,0.707,0.593,0.0,0.0,-8.581,0.0949,0.478,123.772,74
The Story of Tonight - Reprise,1CzeuSrm71wHP9qsjg7p3F,0.68,0.724,0.305,0.0,0.0,-12.763,0.257,0.594,81.874,69
Wait for It,7EqpEBPOohgk7NnKvBGFWo,0.124,0.543,0.473,4.04e-06,4.04e-06,-9.638,0.157,0.519,86.534,73
Stay Alive,27MB0qHaYAZiTlwg25js1Y,0.471,0.723,0.415,0.0,0.0,-10.394,0.395,0.581,159.65,69
Ten Duel Commandments,3lXyAQ0kekAvY5LodpWmUs,0.0691,0.887,0.516,0.0,0.0,-8.187,0.658,0.828,77.977,69
Meet Me Inside,6p7jXaTJdpzGWnOJoK2jYr,0.378,0.732,0.643,0.0,0.0,-8.318,0.474,0.644,88.543,68
That Would Be Enough,6oF8ueLn5hIl4PRp17sxW6,0.819,0.499,0.2,0.0,0.0,-10.276,0.0355,0.185,137.367,69
Guns and Ships,7m9XR7FquXLP1FewdAcNS9,0.399,0.72,0.666,0.0,0.0,-6.914,0.328,0.383,138.03,72
History Has Its Eyes on You,1mGO8rwCE9zk7H06OxcU5m,0.803,0.438,0.373,0.0,0.0,-9.769,0.0291,0.274,77.415,69
Yorktown (The World Turned Upside Down),733tju3KUeatsbjcTRQ04i,0.297,0.76,0.883,0.0,0.0,-5.397,0.25,0.51,98.012,70
What Comes Next?,3D4J0o9w44QKFrBrYrSVJY,0.603,0.515,0.302,0.0,0.0,-10.882,0.079,0.277,114.972,69
Dear Theodosia,2sEq2rC3ynYsT49x7utWnd,0.907,0.598,0.221,4.19e-05,4.19e-05,-10.484,0.0303,0.274,106.771,70
Non-Stop,7qfoq1JFKBUEIvhqOHzuqX,0.211,0.77,0.482,0.0,0.0,-9.529,0.351,0.441,91.994,71
What'd I Miss,2W9u3whoCkQYOUbmnSrHi1,0.169,0.539,0.577,0.0,0.0,-7.763,0.386,0.319,177.787,69
Cabinet Battle #1,3TfKt8mPpdXfQTMfRjHzyz,0.0859,0.607,0.658,0.0,0.0,-7.762,0.423,0.513,87.043,68
Take a Break,2qFIJT5hjqaNFA1GKwl9me,0.587,0.552,0.371,0.0,0.0,-9.426,0.227,0.587,81.548,68
Say No to This,3s9itRgJYcKhem01P17865,0.464,0.754,0.535,0.0,0.0,-8.156,0.305,0.395,81.035,69
The Room Where It Happens,2TK2KSrzXD6W01qjXVjNGh,0.271,0.638,0.49,0.0,0.0,-9.382,0.426,0.511,173.552,71
Schuyler Defeated,05bhmaAD1urZnQMWNd6p3S,0.236,0.745,0.597,0.0,0.0,-10.422,0.257,0.842,102.108,65
Cabinet Battle #2,6KRHMYPIWRgFWlXPgqO2Fp,0.0582,0.753,0.539,0.0,0.0,-9.117,0.537,0.519,99.455,67
Washington on Your Side,1WHNqqRWhJVZIdCScFKtl5,0.165,0.884,0.521,0.0,0.0,-10.216,0.348,0.425,134.051,68
One Last Time,0Iys022UwQ8xBfxE1g4nWZ,0.631,0.449,0.42,0.0,0.0,-9.624,0.356,0.41,176.989,68
I Know Him,4eeN8erNIbW2osT0knz5vT,0.649,0.67,0.436,0.0,0.0,-8.636,0.364,0.378,121.581,67
The Adams Administration,68Ijc4fPmT3P5BN6Vrl2s2,0.505,0.8,0.362,0.0,0.0,-10.313,0.544,0.792,130.14,66
We Know,1DLfR4MOfLYbV6v3xrmWa8,0.312,0.718,0.484,0.0,0.0,-10.376,0.523,0.692,113.855,66
Hurricane,16sNPUamj4vnA7uQLozRpU,0.762,0.453,0.546,0.0,0.0,-7.952,0.309,0.398,171.289,65
The Reynolds Pamphlet,7D1Lf7N7AtCuEq5PGJtIPz,0.0277,0.751,0.573,0.0,0.0,-8.539,0.226,0.538,141.999,67
Burn,4B3qvzOMzLQXLeYgPsG3KA,0.752,0.582,0.428,0.0,0.0,-9.13,0.0516,0.255,99.608,70
Blow Us All Away,6lsFGDo1IEEPFKh94c9kFe,0.388,0.82,0.451,0.0,0.0,-10.177,0.461,0.665,88.566,65
Stay Alive - Reprise,2ydKgIVZAQXeYLWtxU8DFS,0.535,0.546,0.246,0.0,0.0,-13.754,0.26,0.427,160.031,64
It's Quiet Uptown,40LYL1Z6xgCn5cBybo5K0D,0.796,0.484,0.187,0.0,0.0,-14.076,0.0423,0.227,129.753,67
The Election of 1800,0LpHC9mhPAQC98IjXZIrif,0.319,0.731,0.42,0.0,0.0,-10.199,0.462,0.645,67.426,66
Your Obedient Servant,6SHI6STEW51cQkAXBRpLNj,0.293,0.736,0.37,0.0,0.0,-11.072,0.502,0.619,165.908,66
Best of Wives and Best of Women,1dZutYKh4BtPlxbC81wV34,0.751,0.647,0.115,0.0,0.0,-16.826,0.0544,0.597,131.508,64
The World Was Wide Enough,0P09TBGSKiQwfUsEh1UafT,0.467,0.653,0.351,0.0,0.0,-12.776,0.648,0.307,116.6,65
"Who Lives, Who Dies, Who Tells Your Story",7EsSVPxaYoAZjQwhspJBs2,0.777,0.353,0.326,0.0,0.0,-9.687,0.0901,0.156,75.5,68
We All Stand - 2015 Remaster,4lfrHyc4J3sHuhhvkfAr6H,0.292,0.659,0.687,0.00643,0.00643,-9.52,0.0325,0.556,93.088,42
The Village - 2015 Remaster,5fbR5XxBRLGMue3QKtDgF3,0.000884,0.608,0.957,0.291,0.291,-7.095,0.0302,0.96,131.575,45
5 8 6 - 2015 Remaster,0s50PMr0v5BEApuFqxEC43,0.0146,0.543,0.73,0.0218,0.0218,-8.386,0.0651,0.74,126.117,40
Your Silent Face - 2015 Remaster,0eKRwDBVWxCXWpLYFYrbd1,0.00934,0.642,0.778,0.633,0.633,-10.087,0.0313,0.793,117.654,54
Ultraviolence - 2015 Remaster,2dcAhmbVvnPDj0uB66S09K,0.00381,0.848,0.923,0.767,0.767,-8.62,0.0388,0.961,127.625,41
Ecstacy - 2015 Remaster,7eFDGp8iE3e3UTjEoNBHxA,0.00183,0.717,0.715,0.832,0.832,-9.536,0.0318,0.966,133.298,38
Leave Me Alone - 2015 Remaster,0F0imGVd7KnvQPkBmVtPo9,0.0489,0.537,0.862,0.505,0.505,-7.648,0.028,0.879,134.831,51
Main Title (The Godfather Waltz),3WoSJF85H0qywD4qLp4HDd,0.974,0.213,0.107,0.879,0.879,-19.115,0.0392,0.113,62.069,53
I Have But One Heart,4rTozJf2UY14LNG6Q3E321,0.92,0.382,0.205,0.00309,0.00309,-14.904,0.0326,0.264,97.854,44
The Pickup,5ybGsOXzG2T6LnlyUw9hcx,0.903,0.197,0.284,0.817,0.817,-12.718,0.0326,0.0733,94.62,34
Connie's Wedding,6g9qn6wAWGK7B0ISwIK0ki,0.674,0.651,0.69,0.88,0.88,-11.371,0.548,0.879,77.072,37
The Halls Of Fear,2g9CWmKvjUhAF07k8E6Js3,0.972,0.22,0.219,0.858,0.858,-14.295,0.0325,0.039,76.373,41
Sicilian Pastorale,1TgdMhc341oncqEcMTorG0,0.966,0.216,0.0675,0.694,0.694,-18.781,0.0413,0.0676,60.858,41
"Love Theme From ""The Godfather""",39zu6JGd6tvRNsqyK78RLk,0.927,0.198,0.221,0.92,0.92,-12.706,0.0355,0.0851,68.932,56
The Godfather Waltz,6DtJ6DC2LBZohyHHeFs52u,0.977,0.226,0.166,0.875,0.875,-13.014,0.0415,0.115,115.057,48
Apollonia,1wHjzlDCHmfG13zNmy9bxa,0.971,0.387,0.152,0.892,0.892,-22.195,0.0375,0.18,99.556,46
The New Godfather,0hBoE68pNPrh9E8g0bStix,0.989,0.103,0.133,0.919,0.919,-15.915,0.0371,0.0324,53.164,41
The Baptism,0wD1K5KvryeHjlU20TGDkp,0.701,0.145,0.344,0.675,0.675,-10.389,0.0347,0.0702,69.942,33
The Godfather Finale,3WoKGCQENAoYNu1NTrdLdy,0.956,0.183,0.264,0.841,0.841,-13.13,0.0364,0.0537,95.193,44
Hit My Line,24FR8mXTaiGZPrxnkf1kcP,0.143,0.62,0.786,0.0,0.0,-5.22,0.167,0.679,164.057,67
GP4,1OmmCrliFMIWzNke437KHE,0.282,0.809,0.684,1.44e-06,1.44e-06,-3.578,0.273,0.857,85.009,63
Celebration,1zjSuvvLpPoJwnywiFIX7E,0.00534,0.44,0.968,0.0,0.0,-3.068,0.301,0.503,179.827,61
Open Mic\\Aquarius III,4L6QpiLxCLok9wZfFIdiqF,0.169,0.751,0.916,0.0,0.0,-3.917,0.256,0.745,89.876,62
man i is,0ERnYArznxdTBEIj1VSta8,0.365,0.754,0.778,6.96e-05,6.96e-05,-2.745,0.134,0.95,74.999,64
DadBod,2Wf2u3sZ8rR1sdiBuSbeR0,0.71,0.81,0.708,0.0,0.0,-4.657,0.328,0.722,92.272,63
5 Hooks,7ikkUWdCqtyEGgSPyVxePq,0.125,0.552,0.861,0.0,0.0,-4.114,0.243,0.56,86.639,60
Dark Place,6RIe8KbX9YMO9hFSuowqII,0.39,0.719,0.627,0.0,0.0,-7.973,0.35,0.534,86.001,60
A2Z,7oFnyYm3SIqDJCAYAA1oZI,0.603,0.662,0.918,0.0,0.0,-5.915,0.492,0.516,88.833,58
Heard Em Say,6KASl3S3bdyrn8GxjlVimb,0.0248,0.473,0.904,0.0,0.0,-3.958,0.225,0.159,86.828,60
Amen,7JcQlgYb0bewNr7autv7gm,0.448,0.604,0.789,0.0,0.0,-5.748,0.287,0.651,170.339,60
Obediently Yours,6K2WirQZkriGBTliRuL7Y7,0.917,0.561,0.905,0.0174,0.0174,-4.606,0.274,0.87,85.258,55
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 1. Adagio",2lh5pqyvcUnXpsGRzhm737,0.989,0.159,0.0894,0.0149,0.0149,-20.277,0.0463,0.184,84.247,35
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 2. Fuga. Allegro",1Xkup8WkrOfFVPZ4r7Zkhf,0.99,0.382,0.151,0.000124,0.000124,-16.028,0.0569,0.713,115.943,32
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 3. Siciliana",09XyQXLiimTDTBt2KWD1sk,0.992,0.178,0.0817,0.000215,0.000215,-19.69,0.0485,0.314,84.749,29
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 4. Presto",0HB9QK0Eraem2k4JmR6ZWs,0.991,0.467,0.255,0.000978,0.000978,-17.66,0.0566,0.915,125.297,32
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 1. Allemande",2BF0UcUOosThifZEVYKCnG,0.984,0.22,0.0813,0.205,0.205,-21.945,0.0507,0.298,92.623,29
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 2. Double",7dBPM9WICPXz4GVITMlwEA,0.988,0.278,0.0778,0.000153,0.000153,-20.082,0.0643,0.597,97.535,27
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 3. Courante",7o6P0HbeG4YZfTeaWk0m2C,0.988,0.38,0.122,0.000651,0.000651,-18.014,0.0597,0.891,130.206,27
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 4. Double. Presto",03Wo8VjWahRYSvfRSPhe9U,0.973,0.456,0.456,0.353,0.353,-16.055,0.0535,0.974,144.489,29
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 5. Sarabande",699Tx0stxKiuY5zyPG5JYz,0.985,0.177,0.0995,0.153,0.153,-18.737,0.0439,0.174,90.491,27
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 6. Double",6MdMgILi0IOLnCBIJqU0Lw,0.986,0.33,0.0839,0.000752,0.000752,-21.13,0.062,0.408,88.917,26
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 7. Tempo di Bourreé",3EO7inONQPTMV7uQDPSM3u,0.987,0.491,0.0979,0.121,0.121,-18.411,0.0464,0.807,79.272,26
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 8. Double",6EivblzVtQxwJsRQ2ByYao,0.987,0.494,0.156,0.000141,0.000141,-19.113,0.0937,0.963,86.886,26
"Sonata for Violin Solo No. 2 in A Minor, BWV 1003: 1. Grave",0KDHY2Gyf0YVp29vSBoKoP,0.989,0.169,0.11,0.146,0.146,-21.012,0.0453,0.191,86.504,27
"Sonata for Violin Solo No. 2 in A Minor, BWV 1003: 2. Fuga",4sofWAXuZUHMFUkxoIVkLU,0.993,0.297,0.12,0.00431,0.00431,-16.387,0.0569,0.608,72.77,28
"Sonata for Violin Solo No. 2 in A Minor, BWV 1003: 3. Andante",5y12x8ztVdrNFVyRLk16i7,0.983,0.184,0.0561,0.0104,0.0104,-22.984,0.0477,0.102,100.156,28
"Sonata for Violin Solo No. 2 in A Minor, BWV 1003: 4. Allegro",5LXkVuIQsR33qnSDDZ6giG,0.992,0.5,0.162,0.00698,0.00698,-17.441,0.0731,0.964,83.257,28
Hawai'i '78 Introduction,6DynsXxu5oaCgkt4lXutoM,0.872,0.505,0.231,0.00174,0.00174,-12.616,0.0319,0.0936,116.04,36
'Ama'ama,5oPcIYlPjtcaA0NhygSyoh,0.846,0.615,0.558,0.0,0.0,-8.011,0.0388,0.812,109.283,31
Panini Pua Kea,1SpItvF1vZYOuH52K5S7AF,0.877,0.69,0.394,0.013,0.013,-10.922,0.0448,0.76,81.64,32
Take Me Home Country Road,6i6qbu5tLB9wHji2p2jUvu,0.524,0.573,0.79,2.7e-05,2.7e-05,-6.797,0.0337,0.869,86.017,43
Kuhio Bay,4UG1Owsi1kVltDr88Rxx2W,0.937,0.545,0.275,0.000542,0.000542,-11.239,0.0357,0.499,123.225,31
Ka Pua U'i,7G1M17G2K0oAmKxjmIfgSw,0.803,0.61,0.3,1.27e-06,1.27e-06,-9.041,0.0386,0.543,117.573,33
White Sandy Beach Of Hawai'i,3PG9Q89FOydXO8rJesUewH,0.903,0.716,0.144,2.01e-06,2.01e-06,-15.539,0.0372,0.637,116.563,50
Henehene Kou 'Aka,6NdTqGphTNNbwmS6tyaejn,0.662,0.654,0.428,0.00224,0.00224,-9.23,0.0697,0.657,152.906,32
La 'Elima,2DKV0ONkRWVMBmkLITUOdU,0.917,0.463,0.258,9.7e-06,9.7e-06,-10.963,0.0289,0.419,101.817,30
Pili Me Ka'u Manu,03KHSpwWvgAdhfBWr7THhM,0.805,0.668,0.348,4.11e-06,4.11e-06,-8.484,0.0313,0.651,119.855,29
Maui Hawaiian Sup'pa Man,33pj1QE0DnA6B3rcyNr0ji,0.295,0.679,0.877,1.05e-06,1.05e-06,-5.337,0.029,0.906,153.071,37
Kaulana Kawaihae,7BVjHKHVISHNy2WrVwun02,0.94,0.216,0.238,0.02,0.02,-12.65,0.0318,0.2,182.908,36
Hawai'i '78,4Fk6COKDCRgoFKQx9wzpVF,0.891,0.538,0.285,2.15e-06,2.15e-06,-9.941,0.0298,0.131,116.164,44
Wouldn't It Be Nice - Remastered,2CQRYn5cTD2B9a1ONjhTN2,0.725,0.396,0.686,1.04e-06,1.04e-06,-5.607,0.0341,0.717,124.318,55
You Still Believe In Me - Remastered,4fJtDPJ2NiLfFfZfu8HyYc,0.119,0.436,0.434,2.95e-06,2.95e-06,-7.965,0.031,0.121,88.872,44
That's Not Me - Remastered,0VJZtH2OjNKskNegMVIzYR,0.565,0.598,0.553,6.76e-06,6.76e-06,-7.473,0.0291,0.356,116.04,50
Don't Talk (Put Your Head On My Shoulder) - Remastered,6gDRRyg6bSODdwbuUBupoU,0.0985,0.117,0.243,0.00615,0.00615,-11.335,0.0353,0.102,85.94,44
I'm Waiting For The Day - Remastered,2Bjic7K9fTNS8pYuMXq8Va,0.544,0.317,0.584,0.000725,0.000725,-6.245,0.0386,0.681,166.209,42
I Know There's An Answer - Remastered,5VsxBUyw0TRwVC7ja1CIBc,0.123,0.602,0.739,5.73e-05,5.73e-05,-5.715,0.0272,0.569,116.668,46
Here Today - Remastered,3Ev5ATks540KaOFTjIH97S,0.489,0.52,0.75,1.85e-06,1.85e-06,-5.26,0.0438,0.652,121.082,41
I Just Wasn't Made For These Times - Remastered,4CuO8TINNqM3D7aUdNQ3zG,0.513,0.22,0.581,0.0,0.0,-5.877,0.0374,0.445,186.427,46
Pet Sounds - Remastered,6CcgkjU9891S2S4lHKXaYh,0.0837,0.628,0.768,0.816,0.816,-6.406,0.0278,0.798,116.844,41
"Caroline, No - Remastered",5RSQKtG1KNwrzFMEePpjt6,0.775,0.402,0.426,6.12e-06,6.12e-06,-9.662,0.0262,0.641,75.866,47
Hang On To Your Ego,4ZSBGLE9j9buk6DXVSryBI,0.342,0.611,0.741,2.5e-06,2.5e-06,-4.408,0.0285,0.506,115.628,41
You Still Believe In Me - Remastered,0SMo38XgNvaBTNKo7skEKt,0.268,0.424,0.335,0.000563,0.000563,-10.032,0.0281,0.208,88.465,37
That's Not Me - Remastered,0mmNp0RzyHH5Svf1j3pc0W,0.733,0.615,0.538,5.47e-05,5.47e-05,-8.488,0.0276,0.509,115.027,36
Don't Talk (Put Your Head On My Shoulder) - Remastered,2DM11p648RhfSDY85d9ibj,0.245,0.131,0.184,0.00735,0.00735,-11.84,0.0374,0.0674,62.474,36
I'm Waiting For The Day - Remastered,2VQhc1Qo1pye020xrtOIVW,0.469,0.343,0.495,0.00117,0.00117,-9.317,0.037,0.544,166.633,35
Let's Go Away For Awhile - Remastered,699lerUa9A4Wfh9S3WJ4K5,0.118,0.33,0.242,0.73,0.73,-16.537,0.027,0.086,87.452,35
Sloop John B - Remastered,6iS1qciFCYHM7vjY0pAKQC,0.14,0.616,0.689,0.0,0.0,-6.514,0.0261,0.942,125.932,37
God Only Knows - Remastered,0ObrXLrfrqJUNc8RfmIBHP,0.154,0.438,0.461,0.0,0.0,-9.338,0.0382,0.31,116.028,39
I Know There's An Answer - Remastered,6JBYA8jfN3fjcD7RLgLNn1,0.366,0.596,0.711,2.82e-05,2.82e-05,-6.19,0.0287,0.73,115.564,35
Here Today - Remastered,1pVyxDpKpmgtgQaRdOGUdH,0.507,0.527,0.644,1.51e-05,1.51e-05,-7.927,0.0381,0.608,121.256,34
I Just Wasn't Made For These Times - Remastered,1936vFNafyF15O6dqbpBYJ,0.446,0.212,0.568,0.0,0.0,-7.466,0.0335,0.337,188.046,34
Pet Sounds - Remastered,2Z0Rnba2lznzW2SeEvayPE,0.102,0.616,0.709,0.818,0.818,-8.062,0.0409,0.459,115.958,34
"Caroline, No - Remastered",7wIUUd3gcvZVXKhF6QVcFS,0.762,0.379,0.376,3.54e-06,3.54e-06,-10.734,0.0286,0.546,78.321,33
Monday Morning,0qjfjKFoP7LaqLI2KI9M1Q,0.00177,0.607,0.567,0.000151,0.000151,-15.728,0.0302,0.858,106.495,58
Warm Ways,4SysnIGNcHQlaz9jJVnIxX,0.509,0.63,0.207,0.00494,0.00494,-21.285,0.0303,0.517,91.891,42
Blue Letter,2P5jgK6L6NeOIKOs6JdDV5,0.000968,0.516,0.571,0.0,0.0,-14.189,0.0353,0.795,148.931,38
Over My Head,4rBnrnqnI0tcjcNAFO6RZO,0.319,0.559,0.505,0.00211,0.00211,-16.529,0.0288,0.678,98.665,57
Crystal,6h0s5FUtc6HV3smc8naDPI,0.56,0.556,0.13,0.000147,0.000147,-21.118,0.0354,0.17,123.652,41
Landslide,5ihS6UUlyQAfmp48eSkxuQ,0.883,0.414,0.161,0.000223,0.000223,-22.32,0.0318,0.423,159.375,79
Sugar Daddy,29IWmqmyYyA1LylPAd2fxh,0.0124,0.81,0.302,0.402,0.402,-17.566,0.0456,0.958,122.186,39
I'm so Afraid,1fXvxcQdz9OEe5IeNHQh72,9.03e-05,0.458,0.308,0.811,0.811,-19.43,0.0377,0.353,125.059,55
Dancing Queen,2ATDkfqprlNNe9mYWodgdc,0.168,0.512,0.93,0.00119,0.00119,-4.344,0.0508,0.677,100.542,63
"Knowing Me, Knowing You",4VR8erwUal5AIAhX4aBkhv,0.019,0.511,0.821,5.82e-06,5.82e-06,-5.098,0.0339,0.85,107.107,58
Take A Chance On Me,7x93eCAiJQF7DUt979fj3p,0.0321,0.645,0.782,0.0,0.0,-5.414,0.027,0.79,106.686,49
Mamma Mia,6ZGR4XGx4tiVyPoWSGgiFq,0.436,0.73,0.803,0.00022,0.00022,-5.31,0.0315,0.829,137.572,47
The Winner Takes It All,3cyAoKvbHmoOjp0Ww8mlB1,0.223,0.429,0.789,0.00543,0.00543,-6.447,0.0352,0.457,125.616,47
Fernando,5Ovo27BHKAcGATt5hOzJ4T,0.442,0.344,0.607,0.0,0.0,-7.214,0.0302,0.411,110.108,46
Gimme! Gimme! Gimme! (A Man After Midnight),1DSfSCGnvhEP8XA2oKkcCq,0.0288,0.706,0.655,0.00408,0.00408,-5.987,0.0281,0.694,119.376,47
Does Your Mother Know,45EaIq9lKyoQxxTjFkiGbl,0.0504,0.703,0.824,9.19e-05,9.19e-05,-5.17,0.0364,0.971,135.24,60
One Of Us,6GeOCPVk9CsmwqONWpAqMm,0.584,0.621,0.643,6.97e-05,6.97e-05,-6.806,0.0388,0.865,82.186,44
The Name Of The Game,1XgCkYbSfqNBIWTppsMsMv,0.274,0.621,0.646,8.28e-05,8.28e-05,-7.059,0.0285,0.66,76.736,43
Thank You For The Music,4LVfj3d4HMP14K5fgzxeCS,0.439,0.288,0.509,0.0,0.0,-6.639,0.0413,0.401,200.307,44
Waterloo,5n3ZomaSndQ5v9eYUrFFI1,0.235,0.409,0.946,3.58e-05,3.58e-05,-2.878,0.0548,0.709,147.114,46
Oxford Comma,2Ml0l8YWJLQhPrRDLpQaDM,0.114,0.694,0.711,0.00124,0.00124,-4.237,0.0517,0.974,119.516,57
Cape Cod Kwassa Kwassa,7q4MJZSiqPC16dbhQWxugv,0.832,0.852,0.518,0.0893,0.0893,-7.155,0.0413,0.794,105.058,51
Bryn,49DKrioOpK5IpKHRJzznST,0.0525,0.536,0.747,0.039,0.039,-4.676,0.0481,0.833,179.752,43
I Stand Corrected,506GZgVmpcbJL88PH4V4EL,0.291,0.68,0.641,0.418,0.418,-9.443,0.0963,0.143,160.01,43
Walcott,1Bw45KRmdKpX2pkIADDP0B,0.541,0.482,0.559,0.00273,0.00273,-5.454,0.0296,0.597,80.777,50
The Kids Don't Stand A Chance,6Uk9iD1hTgC5TKwB2HGCPD,0.273,0.659,0.453,0.44,0.44,-6.226,0.0365,0.906,140.015,46
Houses in Motion - 2005 Remaster,2hDMI3I7WGgHmP4EGAk7la,0.677,0.744,0.763,0.628,0.628,-10.399,0.0643,0.963,101.838,46
Seen and Not Seen - 2005 Remaster,58uyNQ2aC329uLMZpU9Ptz,0.111,0.771,0.748,0.912,0.912,-10.012,0.0653,0.787,98.183,41
Listening Wind - 2005 Remaster,438kAOxGJQtpEkVMom9WXJ,0.501,0.725,0.788,0.568,0.568,-8.312,0.0837,0.942,144.418,44
The Overload - 2005 Remaster,4627xzFkr4qymUx03um6FX,0.671,0.42,0.39,0.802,0.802,-11.742,0.0273,0.0384,91.104,39
Fela's Riff - Unfinished Outtake,0Q4O6v2akT3RfkNxCt522f,0.000788,0.691,0.826,0.888,0.888,-8.627,0.141,0.786,140.561,36
Unison - Unfinished Outtake,6ByBH36KiOFnRex149T3cR,0.132,0.711,0.909,0.026,0.026,-8.368,0.0576,0.867,125.779,34
Double Groove - Unfinished Outtake,44sJQeBc0S6gnbuIGHxq6l,0.0655,0.598,0.945,0.879,0.879,-9.021,0.0579,0.82,105.239,34
Right Start - Unfinished Outtake,2FkJ8X6a1prYSYIdaEUItJ,0.132,0.819,0.637,0.571,0.571,-8.564,0.0465,0.978,123.48,34
"Rey's Theme - From ""Star Wars: The Force Awakens""",7fGsv7H7mYrJkNsCyGK4Lk,0.669,0.326,0.24,0.47,0.47,-15.727,0.0368,0.248,107.521,29
"Yoda's Theme - From ""Star Wars: The Empire Strikes Back""",76lvGdrRLYvHA4gcszAKgz,0.784,0.16,0.185,0.52,0.52,-20.527,0.0446,0.0739,92.045,24
"Hedwig's Theme - From ""Harry Potter And The Philosopher's Stone""",49FpdxJI5OgUQYjWa373v9,0.886,0.334,0.236,0.164,0.164,-17.469,0.0568,0.226,74.322,24
"Across The Stars (Love Theme) - From ""Star Wars: Attack Of The Clones""",1X9h9ObSh8xQLZFHRSREah,0.845,0.176,0.208,0.185,0.185,-18.292,0.0416,0.0721,88.094,31
"Donnybrook Fair - Based On ""Blowing Off Steam"" From ""Far And Away""",6pYbTYrMH1TGLodB6xU64x,0.839,0.569,0.378,0.831,0.831,-13.865,0.0526,0.5,84.964,19
"Sayuri's Theme - From ""Memoirs Of A Geisha""",0P7pARLkje1gh85CEGgJtk,0.865,0.202,0.22,0.0683,0.0683,-15.813,0.0455,0.0486,89.548,51
"Night Journeys - From ""Dracula""",2BaV7ceZ1WYz13Kdl1kT0n,0.819,0.266,0.276,0.658,0.658,-13.575,0.0378,0.0391,108.823,36
"Theme - From ""Sabrina""",5IiwsSSxlpkNsk0AropWXr,0.692,0.204,0.283,0.449,0.449,-16.621,0.0424,0.0591,94.733,20
"The Duel - From ""The Adventures Of Tintin""",67MPOLX3JYn58ie4gwhOWO,0.94,0.507,0.387,0.833,0.833,-13.588,0.0783,0.407,101.164,18
"Luke And Leia - From ""Star Wars: Return Of The Jedi""",0bYiHGOcXqFaxa0H6ru88X,0.708,0.135,0.274,0.386,0.386,-14.241,0.0409,0.0377,83.829,40
"Nice To Be Around - From ""Cinderella Liberty""",6DmmPYa01kHxo4LteGGHX0,0.797,0.177,0.265,0.427,0.427,-15.567,0.0418,0.0785,84.072,34
"Theme - From ""Schindler's List""",1qSrBn7l4AoLXslK6Dk0pI,0.854,0.114,0.19,0.586,0.586,-16.212,0.0433,0.05,86.699,24
The Beginning,7mCScjQapWtq5K3x9vHG7v,0.000389,0.199,0.662,0.13,0.13,-7.339,0.0514,0.0376,118.029,31
Sword of Truth,73OyKB1YZvMT6zojnFe846,0.00749,0.589,0.717,0.832,0.832,-6.593,0.033,0.342,123.985,43
The Way Home,5T7msZdVtvmVn6wVkbBJa5,0.0124,0.591,0.797,0.783,0.783,-7.726,0.0445,0.487,153.031,46
Kill Them All,1Ic7iBxQ5UtH6nx4EKFeHJ,0.103,0.309,0.194,0.663,0.663,-12.038,0.0385,0.0396,82.498,28
In The Face Of Evil,2bHpNAMEsB3Wc00y87JTdn,0.011,0.296,0.764,0.0724,0.0724,-4.499,0.0315,0.144,143.89,56
